,nombre_artista,bio,listeners,playcount,similar
1623,Libaña Maraza," <a href=""https://www.last.fm/music/Liba%C3%B1a+Maraza"">Read more on Last.fm</a>",24,63,['Aurelio']
1624,Carlos Lico," <a href=""https://www.last.fm/music/Carlos+Lico"">Read more on Last.fm</a>",4949,27531,"['Manoella Torres', 'Carmela Y Rafael', 'Pepe Jara', 'Angelica Maria', 'Los Hitters']"
1625,Rostros Ocultos," <a href=""https://www.last.fm/music/Rostros+Ocultos"">Read more on Last.fm</a>",20967,119646,"['Kenny y los Eléctricos', 'Bon Y Los Enemigos Del Silencio', 'Neón', 'Ritmo Peligroso', 'Heavy Nopal']"
1626,Acapulco Tropical," <a href=""https://www.last.fm/music/Acapulco+Tropical"">Read more on Last.fm</a>",14165,117513,"['Chico Che Y La Crisis', 'Campeche Show', 'Los Plebeyos', 'Los Humildes', 'La Migra']"
1627,Tianastacia,"Wrong tag for Tianastácia <a href=""https://www.last.fm/music/+noredirect/Tianastacia"">Read more on Last.fm</a>",19489,150563,[]
1628,Freeway Jam," <a href=""https://www.last.fm/music/Freeway+Jam"">Read more on Last.fm</a>",167,900,"[""Mariya's Mistress"", 'Bagiw', ""Pedro's Cannabis"", 'Xanctuary', 'Dahong Palay']"
1629,Escambau,"Formada em 2009, em Curitiba, a banda conta com 5 integrantes: Giovanni Caruso (voz e violão), Maria Paraguaya (voz e percussão), Zo Escambau (guitarra), Yan Lemos (baixo) e Ivan Rodrigues (bateria). Os discos lançados até aqui são 3: “Acontece nas Melhores Famílias” (2009), “Ordem e Progresso via Pão & Circo” (2011) e “Novo Tentamento” (2014).

Performático, o grupo vem se destacando no cenário alternativo pela capacidade de experimentação. Apesar de ter forte influência do rock, não aposta em um estilo único. <a href=""https://www.last.fm/music/Escambau"">Read more on Last.fm</a>",753,10866,"['Giovanni Caruso e o Escambau', 'Relespública', 'Faichecleres', 'Blindagem', 'Charme Chulo']"
1630,Amber Arcades,"Amber Arcades is the solo-project of Oh, Brave Wide Eyes' front-woman Annelotte de Graaf. Having started her musical career in 2010 in a Philadelphia-based bluegrass band, but also having a deep love for weird electronics and louder music as a remnant of her teenage years, she combines folky melodies and harmonies with spaced out guitars and poppy structures. The result you could call dreamfolk, or singer-shoegazer. The first album Fading Lines was released on 3 June 2016 and was generally received with critical acclaim in The Netherlands. <a href=""https://www.last.fm/music/Amber+Arcades"">Read more on Last.fm</a>",55698,505031,"['Katy J Pearson', 'Teleman', 'Bleach Lab', 'Girl Ray', 'Youth Lagoon']"
1631,Thalasses," <a href=""https://www.last.fm/music/Thalasses"">Read more on Last.fm</a>",808,1954,"['Los Granujas', 'Seven Seventy', 'Northern Tides', 'surrealisticmind', 'Red And The Flames']"
1632,Gomm,"GOMM are an electronic/rock band from Bethune, France. Their music could be decribed as a meeting between the somewhat hypnotic side of Can and the strained/synthetic guitar work of Wire.
All along their many gigs, GOMM put the finishing touches to its mix of radical punk rock music, sensual songs and repetitive athmospheres.

When the band perform their music, they spread all their strenght across the stage and literally explodes: manical sets full of energy, tension and sobriety. <a href=""https://www.last.fm/music/GOMM"">Read more on Last.fm</a>",6037,34344,"['OMR', 'A.S Dragon', 'The Little Rabbits', 'Rhesus', 'Pravda']"
1633,Peixes Voadores,"O porquê dos Peixes Voadores?

O senso comum basicamente está ligado a uma zona de conforto, da qual nos prendemos, pela ignorância, paradigmas, medos, insegurança, inércia, imperfeição, insatisfação e mediocridade é basicamente ser um peixe em um aquário qualquer, tendo aquela vida monótoma.
Quando ocorre a quebra desse senso comum por conta do peixe, nele se originam asas, arriscando a sair do aquário, tendo que quebrar a barreira da água e do ar <a href=""https://www.last.fm/music/Peixes+Voadores"">Read more on Last.fm</a>",1799,22400,"['Motorocker', 'Cartel da Cevada', 'Sioux 66', 'Exxótica', 'Carro Bomba']"
1634,Laibach,"Laibach is an industrial project that started in Trbovlje, Slovenia, in 1980. Their name is taken from the German name for Slovenia’s capital Ljubljana, and this reference to World War II occupation was the first of many provocative and ambiguous statements in their long and chameleonic career. Laibach were founding members of the art movement NSK (Neue Slowenische Kunst — “New Slovenian Art”) and are one of the few musical groups able to claim real influence on the history of their home country. <a href=""https://www.last.fm/music/Laibach"">Read more on Last.fm</a>",248194,9099178,"['Front 242', 'Die Krupps', 'Test Dept.', 'Einstürzende Neubauten', 'Front Line Assembly']"
1635,Four Vegas," <a href=""https://www.last.fm/music/Four+Vegas"">Read more on Last.fm</a>",14,32,[]
1636,Modtech," <a href=""https://www.last.fm/music/Modtech"">Read more on Last.fm</a>",23,66,[]
1637,Monarke,"Canadian DJ / producer Monarke has developed his passion for music during his childhood. His father transmitted his love for music to him, playing 80s vinyl at home all the time. It is during his teenage years, that Monarke started music by DJing. Later on, he discovers underground music, and fell in love with the nature of it. It is mostly because of those driving melody and mystic bassline that we find that he loves. Lots of his inspiration comes from the nature sceneries, dark melodies and reflected atmospheres. <a href=""https://www.last.fm/music/Monarke"">Read more on Last.fm</a>",4053,19866,"['Rustboy', 'Browncoat', 'Earthlife', 'biskuwi', 'Nick Devon']"
1638,Deano (ZA)," <a href=""https://www.last.fm/music/Deano+(ZA)"">Read more on Last.fm</a>",1145,3815,"['Arthur Robert', 'MARCAL', 'Jeroen Search', 'Border One', 'yant']"
1639,STL,"There are three artists known as STL:

1) Stephan Laubner.

2) Stella Mwangi, A Kenyan female singer.

3) Hispanic Hip Hop <a href=""https://www.last.fm/music/STL"">Read more on Last.fm</a>",55058,412646,"['Marko Fürstenberg', 'Intrusion', 'Fluxion', 'Upwellings', 'Quantec']"
1640,Likikon," <a href=""https://www.last.fm/music/Likikon"">Read more on Last.fm</a>",306,1593,"['Føgg', 'parapher', 'Kahan', '3.2KM', 'Sørenga']"
1641,iokloo," <a href=""https://www.last.fm/music/iokloo"">Read more on Last.fm</a>",16,29,[]
1642,TECHNO N TEQUILLA,"Artificially popular music producer who only does covers <a href=""https://www.last.fm/music/TECHNO+N+TEQUILLA"">Read more on Last.fm</a>",22873,151783,"['BASSTON', 'prodbyocx', 'FOVOS', 'Schrotthagen', 'POLTERGST']"
1643,Yotam Avni,"Yotam Avni is a DJ and producer from Tel-Aviv, Israel. He has been tipped to be one of the most prominent and exciting figures to emerge onto the scene in recent years. An accomplished producer, in-demand remixer and versatile DJ, he has fast transitioned from Tel-Aviv’s best-kept secret to one of contemporary house and techno’s leading lights. 

Avni's music career began early on; even at the young age of 19, he compiled and produced experimental music for Modern Ballet <a href=""https://www.last.fm/music/Yotam+Avni"">Read more on Last.fm</a>",12177,69809,"['Human Machine', 'Andy Bros', 'Shiffer', 'Nandu', 'Eduardo de la Calle']"
1644,HYPERAVE," <a href=""https://www.last.fm/music/HypeRave"">Read more on Last.fm</a>",30406,342961,"['FAST BASSTON', 'TURBORAVE', 'Hyper Hamster', 'Tektony', 'Hyper Kenzo']"
1645,Francesco Lolli," <a href=""https://www.last.fm/music/Francesco+Lolli"">Read more on Last.fm</a>",106,367,"['Neagles', 'Blutrot', 'HXIST', 'sLime Coca', 'ACOR']"
1646,Outblast,"Marc Out is the man behind ""Outblast"", born in the Netherlands, November 24th, 1975. Outblast started producing music in 1999 for the first time using just a simple pc . In the year 2000 he dropped his first release on the famous Masters Of Hardcore label. 

He won the award of Best Hardcore DJ at the Masters of Hardcore Awards in 2003. In October 2016 DJ Outblast announced to end his carreer as a DJ. His last performance was on the 25th of March 2017 at the mainstage of Masters Of Hardcore - The Skull Dynasty. <a href=""https://www.last.fm/music/Outblast"">Read more on Last.fm</a>",27390,207377,"['Day-Mar', 'Kasparov', 'Nitrogenetics', 'Hellsystem', 'Dyprax']"
1647,Pepsin," <a href=""https://www.last.fm/music/Pepsin"">Read more on Last.fm</a>",622,1765,"['Roentgen Limiter', 'rntk', 'AXL', 'Fnch', 'Gabriel Padrevita']"
1648,Lee Holman,"Performing in clubs since the late nineties, Lee Holman has garnered support from a host of techno’s brightest names and from a diverse range of artists, buying records since he first got into house and techno via hip-hop when growing up in the south-east of Ireland. Since then he has gone on to play at many of Ireland’s leading clubs and festivals such as UK festival Coloursfest, as well as running his own club nights and guesting throughout Ireland with top international DJ talent. <a href=""https://www.last.fm/music/Lee+Holman"">Read more on Last.fm</a>",1098,4444,"['FAÏG', 'MARCAL', 'Ignez', 'Talismann', 'Arthur Robert']"
1649,Entel," <a href=""https://www.last.fm/music/ENTEL"">Read more on Last.fm</a>",2251,7205,"['Simon Gregory', 'Erik Lucas', 'Naz', 'Harry Diamond', 'Movement Machina']"
1650,LEHNBERG," <a href=""https://www.last.fm/music/LEHNBERG"">Read more on Last.fm</a>",5426,15169,"['Lombauer', 'Robbert Hek', 'Othyr', 'Mason Madris', 'Svalka']"
1651,Photonz," <a href=""https://www.last.fm/music/Photonz"">Read more on Last.fm</a>",7497,38711,"['Draft Dodger', 'Brame & Hamo', 'CONI', 'DJ Haus', 'TWR72']"
1652,Luix Spectrum," <a href=""https://www.last.fm/music/Luix+Spectrum"">Read more on Last.fm</a>",2044,46568,"['Kai Pattenberg', 'Gene Karz', 'Niereich', 'Darmec', 'David Temessi']"
1653,Marco Piangiamore," <a href=""https://www.last.fm/music/Marco+Piangiamore"">Read more on Last.fm</a>",198,493,"['Alberto Ruiz', 'Oscar L']"
1654,Mr. Cloudy,"Nighttime on the western border of the vast Russian Federation finds Sergey Barkalov eager to set his mind and machines adrift. His desire to recreate the deep dub climate keeps him awake after a day of work. He answers e-mails sent from across the world to his production alias Mr. Cloudy, who appears online as a series of guileless black and white photos and metaphysical phrases: ""only that music which goes from soul instead of mind."" Leave it to dub techno producers to make networking pages look tranquil. <a href=""https://www.last.fm/music/Mr.+Cloudy"">Read more on Last.fm</a>",8103,135737,"['Ohrwert', 'Zzzzra', 'Gradient', 'Textural Being', 'Atheus']"
1655,Drumcell,"Drumcell is the founder of Droid Recordings and co-founder of Droid Behavior along with the Vargas brothers of techno duo Raiz. Since the mid Nineties Drumcell has been a firm believer in the power of techno and over the past decade become one of Southern California’s greatest champions.

As a graduate of the Musician’s Institute, a veteran performer at parties, and longtime recording engineer Drumcell harnesses a strong musical background with a gifted sense of technological intuition. <a href=""https://www.last.fm/music/Drumcell"">Read more on Last.fm</a>",8654,52841,"['Traversable Wormhole', 'Pfirter', 'Subjected', 'Forward Strategy Group', 'CTRLS']"
1656,Nervasystem,"Nervasystem was formed in the mid-90's, by Drezz from Bristol UK, releasing very individual & heavily trippy psychedelic trance. The Nervasystem sound was a bit more hedonistic & experimental than the usual psychedelic trance of the time (& most today!). A number of releases on Psy-Trance labels such as Matsuri Productions, Phantasm, Psychic Deli, Elektrik Orgasm, & Process Productions cemented this artists profile in the global Goa'Psy trance scene. <a href=""https://www.last.fm/music/Nervasystem"">Read more on Last.fm</a>",2355,13327,"['Moonweed', 'Lunar Asylum', 'Synchro', 'Orichalcum', 'Nervasystem & Aether']"
1657,Dan J. Schulte,"California native Dan J. Schulte has been composing electronic music since 1985, primarily inspired by an amalgam of electronic music pioneers, film and those innumerable nostalgic things that stick with him as life progresses. Dan's commercial work includes scoring for Horror's Hallowed Grounds, Halloween: 25 Years of Terror and the award-winning documentary Never Sleep Again: The Elm Street Legacy.

Dan is also the creator of the sci-fi graphic/novel series Unit Revelation. <a href=""https://www.last.fm/music/Dan+J.+Schulte"">Read more on Last.fm</a>",183,4426,"['Kobold', 'gnoll', 'Sidereal Fortress', 'Deionarra', 'Bespin Moons']"
1658,Global Cee,"Real name is Boris Hafner . He did his breakthrough with the track called ""Crazy"" released on Suck Me Plasma .  <a href=""https://www.last.fm/music/Global+Cee"">Read more on Last.fm</a>",3187,11353,"['Tocs', 'Wag & Misar', 'Pro Active', 'Renegade Master', 'Planet Trax']"
1659,Trinodia,"Trinodia is a Swedish Psytrance project, consisting of one member: Daniel Eriksson. The project was started in early May 2002. Trinodia's music-style is Full-On Psychedelic Trance with Ambient influences and a lot of details. For more info, check out the official MySpace Profile or the Official Site. <a href=""https://www.last.fm/music/Trinodia"">Read more on Last.fm</a>",4417,51984,"['BlackStarrFinale', 'Sky Technology', 'Crossing Mind', 'Nova Fractal', 'Somnesia']"
1660,Monojoke,"Jacek (Monojoke) was born in 1983 in Kielce, Poland. He also lives in Kielce at present. He is busy with study electrical engineering at Politechnika Swiętokrzyska.

Jacek is interested in electronic music for many years when he heard the Astral Projection group for the first time. At this moment he devoted his interest (tones such as Goa and Psy Trance). However, he knew that his fascination won't pass so he searched interesting sounds. To struggle through diferrent styles of electronic music he encountred progressive house. <a href=""https://www.last.fm/music/Monojoke"">Read more on Last.fm</a>",9126,36966,"['Alex Rize', 'Oliver Morgenroth', 'Dynamic Illusion', 'Ariel Curtis', 'Coalesced']"
1661,EL-Jay,"EL-Jay's official website, Facebook, SoundCloud, and Hyves.

Listen and download all the monthly TranceStoned episodes here. Two hours of the best in untamed uplifting trance, with psy and hardbeat influences.

Biography
EL-Jay’s name stands for L.J. (Lucas Josef). He was born in Velsen-Zuid on the coast near Amsterdam on March 10, 1956. EL-Jay has been DJ-ing for 41 years, not continuously, but he was always fighting to get gigs. 

EL-Jay's initial <a href=""https://www.last.fm/music/el-Jay"">Read more on Last.fm</a>",754,4371,"['Tampered DNA', 'Smoke Sign', 'Mixtress Bloodwing', 'Synergic', 'Shalys']"
1662,Maze 28," <a href=""https://www.last.fm/music/Maze+28"">Read more on Last.fm</a>",994,9751,"['rockka', 'NOIYSE PROJECT', 'André Moret', 'Ruben Karapetyan', 'Hobin Rude']"
1663,PLAY RECORDS," <a href=""https://www.last.fm/music/Play+Records"">Read more on Last.fm</a>",255,864,"['TheOtherMau5', 'GrandTheftRadioFM', 'Dubstep.net', 'MAU5TRAP', 'Ghostly']"
1664,Another Life Music," <a href=""https://www.last.fm/music/Another+Life+Music"">Read more on Last.fm</a>",3,4,[]
1665,Sam Laxton,"Hailing from Newcastle-Upon-Tyne and now stationed in the dynamic electronic music hub of Bangkok, Sam Laxton has emerged as a true force to be reckoned with. With an irresistible allure that electrifies festival-goers, his live sets surge with an insatiable energy that ignites dancefloors far and wide.

Sam's bold artistic vision shines through his remarkable remixes, seamlessly reinventing tracks and spiraling listeners into mesmerizing sonic odysseys. <a href=""https://www.last.fm/music/Sam+Laxton"">Read more on Last.fm</a>",12309,60477,"['Madwave', 'Lostly', 'Eugenio Tokarev', 'Doppenberg', 'The noble Six']"
1666,Meis,"There are at least two artists recording and performing under the name Meis.

1. Meis is Dutch indie pop musician and songwriter, Aysha de Groot from Amsterdam, The Netherlands.
2. Meis is an pop singer from Bologna, Italy.

Additional biographical information...

1. Aysha de Groot (born 7 September 1993) is a Dutch musician, songwriter a singer, released her solo material under the name Meis. Her early solo material came out during the Covid-19 pandemic: a string of singles in 2020, followed by her début EP Een in May 2021. <a href=""https://www.last.fm/music/Meis"">Read more on Last.fm</a>",7617,47188,"['VÉRAS', 'Aarde aan Daan', 'Luwten', 'EUT', 'Camille Camille']"
1667,Phil Reynolds,"There are several artists going by the name Phil Reynolds:

1. An experienced stage actor, recent credits include Lt. Sam Weinberg in 'A Few Good Men' and Freddy in Steve Martin's 'Picasso at the Lapin Agile'. Recent film projects include 'So What?' and 'The Limes' (a story set in the cut throat world of ice cream men, inspired by Shakespeare's Hamlet). Phil can also be heard on several computer games, theme park rides and guided tours! 

2. UK hard trance dj/producer, well-known for his long-term residency at London's Frantic party. <a href=""https://www.last.fm/music/Phil+Reynolds"">Read more on Last.fm</a>",4590,48180,"['Gareth David-Lloyd', 'NG Rezonance', 'Costa Pantazis', 'Basil Rathbone', 'David Niven']"
1668,Nuestro," <a href=""https://www.last.fm/music/nuestro"">Read more on Last.fm</a>",1002,3109,"['MUSTY', 'Winterya', 'Maiga', 'Sunset Moments', 'MELCHI']"
1669,Rodman.," <a href=""https://www.last.fm/music/Rodman."">Read more on Last.fm</a>",77,411,"['Klub Knights', ""Flowers' Deejays"", 'dj ummet', 'Fun 4 Fun', 'Воскресный день']"
1670,Dankann,"Emanuele Carrieri a.k.a Dankann is a youg italian producer with a natural-born music talent. Captivated all along by trance atmospheres and influenced by progressive sounds, his productions are a mixture of different styles and ethnic elements which flow into striking and dressy tracks. The melody-seeking (research) holds a key role in his productions, reflecting, as a picture, his own emotions. 

The last months sound a turning-point in his artistic <a href=""https://www.last.fm/music/Dankann"">Read more on Last.fm</a>",29697,134256,"['Bottai', 'Milkwish', 'Matt Nash', 'MeHilove', 'Pete Tong']"
1671,Enric Madriguera," <a href=""https://www.last.fm/music/Enric+Madriguera"">Read more on Last.fm</a>",1154,3902,"['Edmundo Ros & His Orchestra', 'Jack Costanzo', 'The Andrew Sisters (With Bing Crosby)', ""Jimmy Dorsey and His Orchestra with Helen O'Connell"", 'Xavier Cugat & Dina Shore']"
1672,Carl Jularbo,"Carl ""Calle"" Jularbo born as Karl Karlsson (6/6 1893 - 13/2 1966) is the most famous accordionplayer from Sweden. He took the name of the village he was born in, Jularbo, to be his last name.  <a href=""https://www.last.fm/music/Carl+Jularbo"">Read more on Last.fm</a>",2275,18910,"['Pepparn', 'Bröderna Lindqvist', 'Harry Brandelius', 'Ulla Billquist', 'Lasse Dahlquist']"
1673,Prateek Gandhi," <a href=""https://www.last.fm/music/Prateek+Gandhi"">Read more on Last.fm</a>",879,3088,"['Akanksha Bhandari', 'Suddipta Borthakur', 'Utsavi Jha', 'Stebin Ben', 'Last Minute India']"
1674,Dilip Chauhan," <a href=""https://www.last.fm/music/Dilip+Chauhan"">Read more on Last.fm</a>",2,2,[]
1675,Sricharan Mohanty," <a href=""https://www.last.fm/music/Sricharan+Mohanty"">Read more on Last.fm</a>",34,116,"['Kuldeep Pattnaik', 'Humane Sagar', 'Abinash Dash', 'Namita Agrawal', 'Sourav Bharadwaj']"
1676,Zinti Panging," <a href=""https://www.last.fm/music/Zinti+Panging"">Read more on Last.fm</a>",1,1,[]
1677,Maxter Warjri and The Band," <a href=""https://www.last.fm/music/Maxter+Warjri+and+The+Band"">Read more on Last.fm</a>",14,83,"['Desmond Rimaki Sunn', 'George Shadap']"
1678,Karishma Kakkar," <a href=""https://www.last.fm/music/Karishma+Kakkar"">Read more on Last.fm</a>",32,56,"['Neelkamal Singh', 'Shivani Singh', 'Pramod Premi Yadav', 'Ankush Raja', 'Shilpi Raj']"
1679,Tufan Derince," <a href=""https://www.last.fm/music/Tufan+Derince"">Read more on Last.fm</a>",1075,6084,"['Evin Müzik', 'Hozan Reşo', 'Burhan Toprak', 'Grup Seyran', 'Şiyar Berwari']"
1680,Ajru Singer Mewati," <a href=""https://www.last.fm/music/Ajru+Singer+Mewati"">Read more on Last.fm</a>",4,8,[]
1681,Rommy,"Rommy (real name: Romke Henstra) (Twijzelerheide, 8 januari 1950 – Leeuwarden, 22 april 2007) was a Frisian singer. He was known as 'the voice of the Wâlden'.

Rommy's first single was released in 1985. It was song from Freddy Fender. Rommy translated the lyrics into Dutch. In 1986 he signed a record deal with 'De Stille Genieter' from Harkema. During their cooperation they released more than 10 cd's.

His succes led to performances on the national tv. (Veronica, VARA, NCRV and Call TV) <a href=""https://www.last.fm/music/Rommy"">Read more on Last.fm</a>",1889,13974,"['Tjeerd', 'Lucas en Gea Hulshof', 'Gerard Schoonebeek', 'De Stemmingmakers', 'The Starfighters']"
1682,Afghani Geet Mala," <a href=""https://www.last.fm/music/Afghani+Geet+Mala"">Read more on Last.fm</a>",170,852,"['Farhad Darya', 'Sediq Shabab', 'Naghma', 'Ghezaal Enayat', 'Habib Qaderi']"
1683,Ravindra Jain," <a href=""https://www.last.fm/music/Ravindra+Jain"">Read more on Last.fm</a>",6621,58471,"['Maithili Thakur', 'Mahendra Kapoor', 'Hemlata', 'Vikram Hazra', 'Gaurav Chatterji']"
1684,Farzin,"Farzin (Persian: فرزین) was an Iranian pop singer (real name Ali-Kabir Takmilinejad, Persian: لی‌کبیر تکمیلی‌نژاد) who has now passed away.  Born in Abadan, Iran in 1952, he died in Bonn, Germany in 1999.

Farzin was a singer before the revolution of 1979. Farzin's first song was called ""Mehman"" (Persian: مهمان), written by Bijan Ghaderi. He was named 'Demis Roussos' of Iran. Before 1979 revolution Farzin worked with Aref in 'Sati Nik'. <a href=""https://www.last.fm/music/Farzin"">Read more on Last.fm</a>",4560,28129,"['Sattar', 'Ahmadreza Nabizadeh', 'Fereshteh', 'Mehrdad', 'Davood Behboodi']"
1685,Hrishikesh Ranade," <a href=""https://www.last.fm/music/Hrishikesh+Ranade"">Read more on Last.fm</a>",1581,13572,"['Swapnil Bandodkar', 'Avinash Vishwajeet', 'Amitraj', 'Harsh Wavre', 'Jaanvee Prabhu Arora']"
1686,Sunil Soni," <a href=""https://www.last.fm/music/Sunil+Soni"">Read more on Last.fm</a>",206,1397,"['Alka Chandrakar', 'CHANDANA DIXIT', 'Sumit Goswami', 'Humane Sagar', 'Mohammed Aziz']"
1687,Priti sachin tompe," <a href=""https://www.last.fm/music/Priti+sachin+tompe"">Read more on Last.fm</a>",1,1,[]
1688,Nooran Lal," <a href=""https://www.last.fm/music/Nooran+Lal"">Read more on Last.fm</a>",490,3235,"['Attaullah Khan Esakhelvi', 'Nafees', 'Naseebo Lal', 'Nadeem Abbas Lunewala', 'Naeem Hazarvi']"
1689,Sangeeta Mali," <a href=""https://www.last.fm/music/Sangeeta+Mali"">Read more on Last.fm</a>",14,17,[]
1690,Nainnath Rawal," <a href=""https://www.last.fm/music/Nainnath+Rawal"">Read more on Last.fm</a>",16,31,"['Pappu Karki', 'Fauji Lalit Mohan Joshi', 'B.K. Samant', 'Rakesh Khanwal', 'Inder Arya']"
1691,Mahesh Vanzara," <a href=""https://www.last.fm/music/Mahesh+Vanzara"">Read more on Last.fm</a>",162,982,"['Jignesh Barot', 'Vipul Susra', 'Umesh Barot', 'Gaman Santhal', 'Pintu Algotar']"
1692,Ajay Chandisar," <a href=""https://www.last.fm/music/Ajay+Chandisar"">Read more on Last.fm</a>",7,31,[]
1693,Covil,"Dungeon synth from Curitiba, Brazil. https://covildungeon.bandcamp.com/ <a href=""https://www.last.fm/music/Covil"">Read more on Last.fm</a>",147,2182,"['Big Bllakk x SD9', 'LEALL - MODA SÍRIA', 'LEALL “Encomenda”', 'LEALL “Posso Mudar Meu Destino”', 'BIG BLLAKK ft. GRONE']"
1694,Rajiv Das," <a href=""https://www.last.fm/music/Rajiv+Das"">Read more on Last.fm</a>",24,219,"['7x11x13', 'Mukul Singh', 'ta1lsd0ll', 'shyn.2014', 'food house, Gupi, & Fraxiom']"
1695,Harshavardhan Wavare," <a href=""https://www.last.fm/music/Harshavardhan+Wavare"">Read more on Last.fm</a>",808,2978,"['Avinash Vishwajeet', 'Amitraj', 'Swapnil Bandodkar', 'Hrishikesh Ranade', 'Aarya Ambekar']"
1696,Last in Line,"Last in Line is a band founded by former Dio musicians Vivian Campbell (Def Leppard, Sweet Savage), Vinny Appice (Black Sabbath, Heaven & Hell), the late Jimmy Bain (Rainbow) and Claude Schnell (Glenn Hughes, Impellitteri) with singer Andrew Freeman (Hurricane, Lynch Mob). It performs material from the early Dio records that Campbell appeared on as well as music from their new album Heavy Crown. On Jan 20, 2023, they dropped a video for a new single “Ghost Town” from an upcoming studio album Jericho <a href=""https://www.last.fm/music/Last+In+Line"">Read more on Last.fm</a>",10500,129644,"['The Dead Daisies', 'Black Star Riders', 'The End Machine', 'Revolution Saints', 'L.A. Guns']"
1697,YUUKI MIYAKE," <a href=""https://www.last.fm/music/YUUKI+MIYAKE"">Read more on Last.fm</a>",727,13338,"['MI8k', 'Doctrine Doctrine', 'Gyoson', '笹川真生', 'ルワン']"
1698,Kommando Kant,"Kommando Kant stands for big city stories from a small town perspective. 
They deal with interpersonal issues that have fallen by the wayside in our digital age, with alienation from one's own origins, and sometimes simply with falling asleep on the last train home. Sonically, they are underpinned with the unpolished anything-is-allowed mentality of indie and punk rock, peppered with subtle pop moments of German-language guitar music. The whole thing is shaken through with a dash of North Frisian gruffness <a href=""https://www.last.fm/music/Kommando+Kant"">Read more on Last.fm</a>",561,9134,"['Schubsen', 'Leto.', 'Mischwald', 'Kind Kaputt', 'Lygo']"
1699,Zaleha Hamid,"Zaleha Hamid is a singer from Malaysia, active since the 1960s. <a href=""https://www.last.fm/music/Zaleha+Hamid"">Read more on Last.fm</a>",812,3619,"['Sanisah Huri', 'Datuk Sharifah Aini', 'Raja Ema', 'Rafeah Buang', 'Junainah']"
1700,Los Surfer Compadres,"

Un dia se nos dio por aprender a tocar musica surf como Lost Acapulco y el Sr. Bikini, y nos pusimos de acuerdo para tocar, ya sabíamos pero teníamos mucho de no darle. Luigy The Faunder, batería es el Maestro de Ceremonias de los Surfer Compadres. Un dia se juntaron junto con Erwin a tocar los clásicos y olvidados temas de la musica Surf. Después Pachanga Papaya, su amigo les presentó a Rolando aka Papa Pilingas aka Erik The Surfer, Erik se unio a los surfer con el Bajo, antes era Dj de música eléctronica. <a href=""https://www.last.fm/music/Los+Surfer+Compadres"">Read more on Last.fm</a>",172,923,"['Los Daytonas', 'Los Seisiete', 'Baja Bug', 'Planeta Trompeta Vs. The Necronautics', 'Sys Malakian']"
1701,Happy Pills,"Happy Pills was a indie/power-pop band from Poland that existed from 1993 to 2002. The band had several changes through the years and released four albums: Soft (1997) Lo-Fi (1998) Happy Pills Meet Schneider (2000) and Smile (2001). After recording the second album, the band started their own record label, the Happy Pills Record. In november 2006 a compilation of Happy Pills' pieces called “17 Songs” was released on Antena Krzyku. <a href=""https://www.last.fm/music/Happy+Pills"">Read more on Last.fm</a>",5061,102153,"['Plotki', 'Nathalie and The Loners', 'Iowa Super Soccer', 'Kobiety', 'Pustki']"
1702,Yaatra," <a href=""https://www.last.fm/music/Yaatra"">Read more on Last.fm</a>",1023,5029,"['DiMartis', 'La Iglesia Atomica', 'Spacetrucker', 'Uluru', 'COMACOZER']"
1703,Garzomorphosis,"Garzomorphosis is the brainchild of Garzo (real name: José Ignacio Valderrama), the prolific frontman of renowned Peruvian bands like Plug Plug and Las Hormiguitas. Blending alternative rock with experimental and avant-garde elements, Garzomorphosis is known for its raw, emotive energy and eclectic sound. The project has been highly active, releasing multiple albums, including Ánimo (2020), a critically acclaimed work praised for its visceral intensity and emotional depth. <a href=""https://www.last.fm/music/Garzomorphosis"">Read more on Last.fm</a>",4370,16246,"['La Cueva del Oso', 'The Clean Fridges', 'Plug Plug', 'Faraón & Los Sarcófagos', 'CRY CRY HORSES']"
1704,Jamie 4 President," <a href=""https://www.last.fm/music/Jamie+4+President"">Read more on Last.fm</a>",642,14232,"['mentah', 'Monteperdido', 'Ulises Lima', 'nogato', 'Perro']"
1705,Jozef Skrzek," <a href=""https://www.last.fm/music/+noredirect/Jozef+Skrzek"">Read more on Last.fm</a>",515,5255,[]
1706,Jambalaia," <a href=""https://www.last.fm/music/Jambalaia"">Read more on Last.fm</a>",390,2017,"['Ani Belle', 'Alarmes', 'MDNGHT MDNGHT', 'O Tarot', 'Mattilha']"
1707,Gate Flowers,"시애틀 그런지 록과 프로그레시프 록에 빠져 있던 박근홍(보컬), 그리고 오랜 친구사이인 염승식(기타)과 양종은(드럼)은 서로의 공연을 보고 막연한 호감을 느끼고 있다가, 2005년 아주 사소한 계기로 뭉치게 되었다. 그러나 2년간의 지지부진한 활동 끝에 결국 해체, 각자의 활동을 하던 중 록 밴드에 대한 아쉬움을 버리지 못하고 2008년 재결성했다. <a href=""https://www.last.fm/music/Gate+Flowers"">Read more on Last.fm</a>",505,9211,"['들국화', 'guckkasten', '이승열', '장기하와 얼굴들', '산울림']"
